1boy,"1個男人,1男"
yamakaze_kai_ni_(kancolle),"yamakazekaini(艦娘)"
yamakaze_ran,"山風跑"
yamako_(state_of_children),"yamako(兒童狀況)"
yamaku_high_school_uniform,"山久高中制服"
yamamomo_(plank),"yamamomo(木板)"
yamamoto_akira,"山本晃"
yamamoto_arifred,"山本阿里夫德"
yamamoto_kazue,"山本和江"
yamamoto_keigo,"山本圭吾"
yamamoto_shuuhei,"山本修平"
yamamoto_souichirou,"山本宗一郎"
yamamura_sadako,"山村貞子"
yamamura_umi,"山村海"
yaman,"雅曼"
yamana_akane,"山名茜"
yamanaka_ino,"山中井野"
yamanaka_sawako,"山中澤和子"
yamanashi_taiki,"山梨大樹"
yamanbagiri_chougi,"山花切菜"
yamanbagiri_kunihiro,"山切國廣"
yamane_akira,"山根晃"
yamane_masahiro,"山根正宏"
yamaneko_(tkdrumsco),"山貓(tkdrumsco)"
yamano_(yamanoh),"山野(yamanoh)"
yamano_remon,"山野雷蒙"
yamano_sachi,"山野幸"
yamanobe_tomo,"山邊友"
yamanokami_eaka,"山上あかる"
yamaori,"山森"
yamaori_(yamaorimon),"山守(yamaorimon)"
yamasaki_wataru,"山崎渡"
yamasan,"山山"
yamase,"山瀨"
yamashichi_(mtseven),"山七(mtseven)"
yamashiro_(azur_lane),"山城(碧藍航線)"
yamashiro_(kancolle),"山城(艦娘)"
yamashiro_(summer_offensive?)_(azur_lane),"山城(夏季攻勢？)(碧藍航線)"
yamashiro_kai_ni_(kancolle),"山城改二(艦娘)"
yamashiro_takane,"山城高根"
yamashita_jiro,"山下次郎"
yamashita_shun'ya,"山下春亞"
yamashita_takahiro,"山下隆宏"
yamask,"雅瑪士"
yamasuta,"山須"
yamataka,"山鷹"
yamato_(battleship),"大和號(戰艦)"
yamato_(kancolle),"大和(艦娘)"
yamato_(kancolle)_(cosplay),"大和(kancolle)(角色扮演)"
yamato_(muchuu_paradigm),"大和(muchuu正規化)"
yamato_(one_piece),"大和(一件)"
yamato_(sword),"大和(劍)"
yamato_(uchuu_senkan_yamato),"大和(uchuusenkanyamato)"
yamato_aki,"大和秋"
yamato_damashi,"大和玉石"
yamato_iori,"大和八神"
yamato_junji,"大和純二"
yamato_kai_ni_(kancolle),"大和改你(艦娘)"
yamato_maya,"大和瑪雅"
yamato_nadeshiko,"大和撫子"
yamato_suzuran,"大和鈴蘭"
yamato_tachibana,"大和橘"
yamauchi_(conan-comy),"山內(conan-comy)"
yamauchi_noriyasu,"山內則康"
yamayoshi_tanosuke,"山吉田之介"
yamazaki_sousuke,"山崎宗介"
yamazaki_tsukune,"山崎結音"
yamcha,"山藥"
yamcha_(cocololi),"山藥(椰子)"
yamcha_pose_(meme),"yamcha姿勢(模因)"
yami_bakura,"八倉"
yami_kawaii,"雅美卡哇伊"
yami_yuugi,"亞美夕木"
yamiko,"夜美子"
yamin_(cookie),"亞明(餅乾)"
yamiochi_umekichi,"八尾梅吉"
yamper,"亞珀"
yamu_(reverse_noise),"yamu(反向噪聲)"
yamuraiha,"山村葉"
yan-yam,"嚴顏"
yan_(nicknikg),"顏(尼克尼克)"
yan_pai,"顏牌"
yan_qing_(fate),"顏青(fate)"
yan_wan,"顏灣"
yana_mori,"yana森"
yanagi_(nurikoboshi),"柳(塗子星)"
yanagi_hirohiko,"柳廣彥"
yanagi_kiyora,"柳清良"
yanagi_yuu,"柳悠"
yanase_miyuki,"綾瀨美雪"
yandere,"病嬌"
yandere_sample,"yandere樣本"
yandere_simulator,"yandere模擬器"
yandere_trance,"yandere恍惚"
yanfei_(genshin_impact),"煙緋(原神)"
yang_fan,"楊帆"
yang_guifei_(third_ascension)_(fate),"楊貴妃(第三次提升)(fate)"
yang_lee,"楊李"
yang_wen-li,"楊文麗"
yang_xiao_long,"楊小龍"
yangire,"瘋狂的"
yangsion,"揚聲"
yanje,"嚴傑"
yankee,"洋基"
yanmarson,"洋馬森"
yano_erika,"矢野繪里香"
yano_mitsuki,"矢野美月"
yano_toshinori,"矢野俊典"
yanutorie,"亞努特里"
yanyan_(shinken_gomi),"yanyan(神研五味)"
yaoi,"搞基"
yaomai,"藥麥"
yaosera,"耀色拉"
yaoshi_jun,"藥師君"
yaoto,"耀東"
yaotome_urushi,"八乙女漆"
yaoyao_(genshin_impact),"瑤瑤(原神)"
yappa_muri,"亞帕穆裡"
yappen,"亞彭"
yaranaika,"亞拉奈卡"
yari,"雅裡"
yarizui_sen,"yarizui森"
yarn,"紗線"
yarn_ball,"紗球"
yaruku,"雅魯庫"
yasai_(getsu),"八井(月)"
yasaikakiage,"八彩燒"
yasaka_kanako,"八坂加奈子"
yasaka_mahiro,"八坂真弘"
yasaka_minato,"八坂湊"
yasaka_shuu,"八坂修"
yasakani_an,"八坂庵"
yashahime_(momotarou_densetsu),"夜叉姬(momotaroudensetsu)"
yashajin_ai,"夜叉金愛"
yashemao_qishi,"牙刷貓奇石"
yashichii,"八七"
yashin_(yasinz),"亞辛(yasinz)"
yashiro_(kancolle),"八代(艦娘)"
yashiro_kizuku,"八代kizuku"
yashiro_momoka,"八代桃岡"
yashiro_seika,"八代精華"
yaso_shigeru,"八莊茂"
yasogami_school_uniform,"yasogami校服"
yasohachi_ryou,"八八亮"
yasojima_nejiro,"八曾島根次郎"
yassy,"亞西"
yasuda_akira,"安田晃"
yasuda_suzuhito,"安田鈴仁"
yasuhara_ema,"安原繪馬"
yasui_riosuke,"安井riosuke"
yasume_yukito,"安目雪人"
yasuo_(league_of_legends),"亞索(英雄聯盟)"
yasuyuki,"康之"
yat_sen_(azur_lane),"中山(碧藍航線)"
yatadera_narumi,"矢田寺鳴海"
yatagarasu_(game),"yatagarasu(遊戲)"
yatai,"亞泰"
yatani_row,"矢谷行"
yaten_kou,"亞騰口"
yatomi,"夜見"
yatosaki_haru,"夜崎春"
yatsu_murasaki,"村崎八"
yatsuha_kanan,"八葉加南"
yatsuhashi_kakera,"八橋角"
yatsuhashi_kyouto,"八橋京都"
yatsuki_yura,"八月由良"
yatsune_rika,"八音梨香"
yatterman,"亞特曼"
yawaraka_black,"矢原黑"
yawata_maru_(kancolle),"八幡丸(艦娘)"
yawn,"打哈欠"
yawning,"打哈欠"
yaya_(machine-doll),"丫丫(機械人偶)"
yaya_hiyayaka,"呀呀呀呀呀呀"
yayaka,"呀呀呀"
yayoi_(egoistic_realism),"yayoi(利己現實主義)"
yayoi_(kancolle),"彌生(艦娘)"
yayoi_maka,"彌生馬卡"
yaza,"亞薩"
yazaki_(yazakc),"矢崎(yazakc)"
yazawa_nico,"矢澤妮可"
yazawa_oke,"矢澤ok"
ycco_(estrella),"ycco(星光)"
yd_(orange_maru),"碼(橙丸)"
year_of_the_dog,"狗年"
year_of_the_goat,"羊年"
year_of_the_monkey,"猴年"
year_of_the_ox,"牛年"
year_of_the_pig,"豬年"
year_of_the_rabbit,"兔年"
year_of_the_rat,"鼠年"
year_of_the_rooster,"雞年"
year_of_the_tiger,"虎年"
yeero,"耶羅"
yeklsa,"耶克薩"
yelan_(genshin_impact),"夜瀾(原神)"
yelan_xing_xuan,"夜闌星軒"
yellow-framed_eyewear,"黃框眼鏡"
yellow-tinted_eyewear,"黃色眼鏡"
yellow_(among_us),"黃色(在我們中間)"
yellow_(pokemon),"黃色(口袋妖怪)"
yellow_apron,"黃色圍裙"
yellow_ascot,"黃色阿斯科特"
yellow_background,"黃色背景"
yellow_bag,"黃色包"
yellow_belt,"黃帶"
yellow_bikini,"黃色比基尼"
yellow_bodysuit,"黃色緊身連衣褲"
yellow_border,"黃色邊框"
yellow_bow,"黃色蝴蝶結"
yellow_bowtie,"黃色領結"
yellow_bra,"黃色文胸"
yellow_butterfly,"黃色蝴蝶"
yellow_camisole,"黃色吊帶背心"
yellow_cape,"黃色斗篷"
yellow_capelet,"黃色斗篷"
yellow_cardigan,"黃色開衫"
yellow_choker,"黃色項鍊"
yellow_coat,"黃色外套"
yellow_collar,"黃領"
yellow_crop_top,"黃色裁剪上衣"
yellow_diamond_(houseki_no_kuni),"黃色鑽石(housekinokuni)"
yellow_dress,"黃色連衣裙"
yellow_eyes,"金眼,黃色的眼睛"
yellow_feathers,"黃色羽毛"
yellow_flower,"黃色花"
yellow_footwear,"黃色鞋類"
yellow_fur,"黃色毛皮"
yellow_gemstone,"黃色寶石"
yellow_gloves,"黃色手套"
yellow_hair,"金髮"
yellow_hairband,"黃色髮帶"
yellow_headband,"黃色頭帶"
yellow_headwear,"黃色頭飾"
yellow_hoodie,"黃色連帽衫"
yellow_horns,"黃角"
yellow_innertube,"黃色內胎"
yellow_jacket,"黃色夾克"
yellow_jumpsuit,"黃色連身褲"
yellow_kimono,"黃色和服"
yellow_legwear,"黃色腿裝,黃色褲襪"
yellow_leotard,"黃色緊身衣"
yellow_lips,"黃色的嘴唇"
yellow_male_underwear,"黃色男內褲"
yellow_moon,"黃色月亮"
yellow_nails,"黃色指甲"
yellow_neckerchief,"黃色圍巾"
yellow_necktie,"黃色領帶"
yellow_neckwear,"黃色頸飾,黃色領帶"
yellow_outline,"黃色輪廓"
yellow_overalls,"黃色工作服"
yellow_pajamas,"黃色睡衣"
yellow_panties,"黃色內褲"
yellow_pants,"黃色褲子"
yellow_pantyhose,"黃色連褲襪"
yellow_pupils,"黃色小學生"
yellow_quokka,"黃色短尾矮袋鼠"
yellow_raincoat,"黃色雨披,黃色雨衣"
yellow_ribbon,"黃絲帶"
yellow_rose,"黃玫瑰"
yellow_sailor_collar,"黃色水手領"
yellow_sarong,"黃色圍裙"
yellow_sash,"黃色腰帶"
yellow_scarf,"黃色圍巾"
yellow_sclera,"黃色鞏膜"
yellow_scrunchie,"黃色髮圈"
yellow_shirt,"黃色襯衫"
yellow_shorts,"黃色短褲"
yellow_skin,"黃皮"
yellow_skirt,"黃色裙子"
yellow_sky,"黃色的天空"
yellow_sleeves,"黃色袖子"
yellow_socks,"黃色襪子"
yellow_sweater,"黃色毛衣"
yellow_sweater_vest,"黃色毛衣背心"
yellow_tail,"黃尾"
yellow_tank_top,"黃色背心"
yellow_theme,"黃色主題"
yellow_thighhighs,"黃色長筒襪"
yellow_tongue,"黃舌"
yellow_umbrella,"黃色雨傘"
yellow_vest,"黃色背心"
yellow_wings,"黃色翅膀"
yellowpaint.,"黃漆."
yellowroom,"黃室"
yellowseeds,"黃種"
yen,"日元"
yen-mi,"日元-mi"
yen_sign,"日元符號"
yeneny,"日元"
yepnean,"是的"
yes,"是的"
yes!_precure_5,"是的！預硫化5"
yes-no_pillow,"是-否枕頭"
yetworldview_kaze,"然而世界觀風"
yewang19,"野王19"
yggdrasil_(granblue_fantasy),"yggdrasil(碧藍幻想)"
yiduan_zhu,"一端朱"
yijian_ma,"馬一劍"
yin-yang,"陰陽"
yin_(darker_than_black),"陰(比黑色深)"
yin_yang,"陰陽"
yin_yang_orb,"陰陽寶珠"
yin_yang_print,"陰陽印刷"
ying-yang,"陰陽"
ying_yang,"陰陽"
ying_yi,"穎一"
yinyang,"陰陽"
yizhirenben,"意之人本"
ylgr_(fire_emblem),"ylgr(火徽)"
ymir_(queen's_blade),"伊米爾(女王之刃)"
yn_red,"yn紅色"
yo-class_submarine,"喲級潛艇"
yo-yo,"溜溜球"
yo_mo,"喲莫"
yoako,"小子"
yocchi_(tenyunkel),"約基(tenyunkel)"
yoekosukii,"約克蘇基"
yofukashi,"與福橋"
yoga,"瑜伽"
yoga_mat,"瑜伽墊"
yoga_pants,"瑜伽褲"
yogisya,"瑜伽"
yogurt,"酸奶"
yohane_bonaventura,"約哈內·博納文圖拉"
yohane_shimizu,"清水洋根"
yoicha,"優茶"
yoichi_(umagoya),"陽一(馬古屋)"
yoimiya_(genshin_impact),"宵宮(genshinimpact)"
yoisaki_kanade,"洋崎奏"
yoiti,"約提"
yokaze_japan,"橫風日本"
yokkora,"橫空"
yoko_juusuke,"洋子重介"
yoko_littner,"洋子利特納"
yoko_littner_(cosplay),"洋子利特納(角色扮演)"
yokochou,"橫町"
yokohachi,"橫八"
yokohama_kaidashi_kikou,"橫濱街道紀口"
yokoshima_(euphoria),"橫島(欣快)"
yokosuka_girls_marine_high_school_uniform,"橫須賀女子海洋高中制服"
yokota_mamoru,"橫田守"
yokoyama_chika,"橫山千花"
yokoyama_nao,"橫山直"
yokoyama_naoki,"橫山直樹"
yokoyari_mengo,"橫屋門戈"
yokoyoko_(nazonazo),"橫橫子(nazonazo)"
yokozuwari,"側身坐,橫津折"
yokune_ruko,"妖音流子"
yomako,"洋子"
yomawari_(series),"yomawari(系列)"
yomi_(p&d),"讀秒(p&d)"
yomi_(senran_kagura),"讀物(閃亂神樂)"
yomikawa_aiho,"讀川愛保"
yomiko_readman,"讀經人"
yomiyama_north_junior_high_school_uniform,"讀山北初中校服"
yomogi_(black-elf),"yomogi(黑精靈)"
yomosaka,"吉坂"
yon_(letter),"永(信)"
yonaga_angie,"與永安吉"
yonaga_san,"與長山"
yonah,"約拿"
yone,"喲"
yonebayashi_saiko,"米林西子"
yonedatomo_mizu,"米豆智水"
yonekura_hisaki,"米倉久崎"
yonekura_kengo,"米倉健吾"
yonema,"約內瑪"
yoneyama_mai,"米山舞"
yonezawa_natsumi,"米澤夏美"
yonoisan,"與諾山"
yonoki,"橫木"
yonomori_kobeni,"米森小紅"
yonu_(yonurime),"尤努(yonurime)"
yoo_mina,"宥美娜"
yoo_tenchi,"柳天地"
yoohi,"悠喜"
yoon_cook,"尹廚師"
yoplait,"優普萊特"
yopparai_oni,"妖怪"
yor_briar,"你的野薔薇"
yor_briar_(cosplay),"你的野薔薇(角色扮演)"
yorda,"約達"
yordle,"約德爾"
yorha_commander,"約哈指揮官"
yorha_type_a_no._2,"yorha鍵入一個沒有。2"
yorha_type_p_no._2,"yorha型別p沒有。2"
yorigami_shion,"與紙詩園"
yorita_yoshino,"吉野賴田"
yoriteruru,"約裡特魯魯"
yorktown_(azur_lane),"約克鎮(碧藍航線)"
yorktown_cv-5,"約克鎮cv-5"
yoropa,"約羅巴"
yorra_villeneuve,"約拉維勒紐夫"
yoru_(yowuyoru),"喲魯(yowuyoru)"
yoru_nai,"悠奈"
yoruhachi,"夜八"
yoruhoshi_owl,"yoruhoshi貓頭鷹"
yorukun,"優酷"
yorumi_rena,"由美玲奈"
yoruny,"約魯尼"
yosaku_(roach),"洋作(蟑螂)"
yoshi,"耀西"
yoshi_mi_yoshi,"耀西米耀西"
yoshi_tama,"多摩"
yoshida_akihiko,"吉田明彥"
yoshida_ayumi,"吉田步美"
yoshida_hajime,"吉田始"
yoshida_hideyuki,"吉田秀之"
yoshida_inuhito,"吉田犬人"
yoshida_iyo,"吉田伊予"
yoshida_kazumi,"吉田和美"
yoshida_keiji,"吉田敬司"
yoshida_masaki,"吉田正崎"
yoshida_nobuyoshi,"吉田信義"
yoshida_on,"吉田開"
yoshida_ryouko,"吉田涼子"
yoshida_seiji,"吉田誠司"
yoshida_yuuko_(machikado_mazoku),"吉田優子(machikadomazoku)"
yoshiheihe,"吉黑河"
yoshii_akihisa,"吉井明久"
yoshikawa_chinatsu,"吉川chinatsu"
yoshikawa_hideaki,"吉川秀明"
yoshikawa_kazunori,"吉川和典"
yoshiki,"吉樹"
yoshikita_popuri,"吉北popuri"
yoshimi_(blue_archive),"吉見(藍色檔案)"
yoshimo,"吉茂"
yoshimon,"吉門"
yoshimoto_(carpsukidayo),"吉本(carpsukidayo)"
yoshimoto_(dear_life),"吉本(親愛的生活)"
yoshinari_you,"吉成你"
yoshino_(date_a_live),"吉野(約會現場)"
yoshino_chidori,"吉野千鳥"
yoshino_momiji,"吉野紅葉"
yoshino_norihito,"吉野德仁"
yoshino_ryou,"吉野良"
yoshinon,"吉農"
yoshinoya_(hidamari_sketch),"吉野家(hidamari素描)"
yoshioka_chie,"吉岡千惠"
yoshioka_mitsuko,"吉岡光子"
yoshioka_saki,"吉岡崎"
yoshioka_yoshiko,"吉岡吉子"
yoshiron,"吉龍"
yoshitani_motoka,"吉谷元香"
yoshito,"吉人"
yoshitomi_akihito,"吉富明仁"
yoshiwa_tomo,"吉和友"
yoshiwo,"吉我"
yoshizaki_mine,"吉崎礦山"
yoshizane_akihiro,"吉真明弘"
yoshizawa_hikoto,"吉澤彥"
yoshizawa_kasumi,"吉澤霞"
yoshizawa_tsubaki,"吉澤椿"
yoshizoe_eiko,"吉藏英子"
yostar,"優之星"
yostxxx,"約斯特xxx"
yotarou_(aoki_hagane_no_arpeggio),"yotarou(青木haganenoarpeggio)"
yotsuba_alice,"四葉愛麗絲"
yotsubato!,"四瓣！"
yotsuboshi-imai,"四島今井"
yotsuboshi_academy_uniform,"四橋學院制服"
yotsunoha,"四野葉"
yotsuya_miko,"四谷巫女"
yottan,"約坦"
you're_doing_it_wrong,"你做錯了"
you06,"你06"
you2,"你2"
you_(noanoamoemoe),"你(noanoamoemoe)"
you_can_eat_the_girl,"你可以吃掉那個女孩"
you_gonna_get_eaten,"你會被吃掉的"
you_gonna_get_raped,"你會被強姦"
you_ni_ge_shaobing,"你你個燒餅"
you_shimizu,"你清水"
you_work_you_lose,"你工作你輸了"
youhe_hino,"友和日野"
youhei_(testament),"友黑(遺囑)"
youjo_(creek_(moon-sky)),"youjo(小溪(月亮天空))"
youjo_senki,"妖姬戰記"
youkai,"妖怪"
youkai_ankake,"妖怪暗殺"
youkai_hyakki-tan!,"妖怪百鬼譚！"
youkai_watch,"妖怪手錶"
youkai_watch_(object),"妖怪手錶(物件)"
youkai_watch_2,"妖怪手錶2"
youkan_(food),"油條(食品)"
youko-shima,"妖島"
youko_(girls_und_panzer),"妖子(少女與裝甲)"
youmou_usagi,"小兔友謀"
youmu-kun,"有木君"
young_link,"年輕的連結"
young_zelda,"年輕的塞爾達"
youngster_(pokemon),"年輕人(口袋妖怪)"
your_diary,"你的日記"
yourfreakyneighbourh,"你的鄰居"
youshu_ohepe,"優舒ohepe"
youshuu,"優樹"
youta,"悠塔"
youtube,"優酷"
youtube_creator_award,"youtube創作者獎"
youtube_logo,"youtube徽標"
yowamushi_pedal,"yowamushi踏板"
yowane_haku,"妖尾白"
yoye_(pastel_white),"yoye(淡白)"
yoyokkun,"優優坤"
yozakura_(senran_kagura),"夜櫻(閃亂神樂)"
yozakura_quartet,"夜櫻四重奏"
yozakura_tama,"夜櫻玉"
yozora_mel,"yozora梅爾"
ys,"是的"
ys_viii_lacrimosa_of_dana,"ysviii佈施之淚"
ysk!,"哎呀！"
ytoy,"玩具"
yu-gi-oh!,"遊戲王哦！"
yu-gi-oh!_arc-v,"遊戲王哦！弧-v"
yu-gi-oh!_duel_monsters,"遊戲王哦！決鬥怪物"
yu-gi-oh!_gx,"遊戲王哦！gx"
yu-gi-oh!_sevens,"遊戲王哦！七人制"
yu-gi-oh!_the_dark_side_of_dimensions,"遊戲王哦！維度的黑暗面"
yu-gi-oh!_vrains,"遊戲王哦！靜脈曲張"
yu-gi-oh!_zexal,"遊戲王哦！zexal"
yu-ri,"宥利"
yu-ves,"你好"
yu_(bosshi),"於(博士)"
yu_3,"餘3"
yu_65026,"於65026343"
yu_mei-ren_(fate),"於美人(fate)"
yu_mei-ren_(first_ascension)_(fate),"於美人(第一次昇天)(fate)"
yu_mei-ren_(swimsuit_lancer)_(fate),"於美人(泳裝槍手)(fate)"
yu_ni_t,"於你t"
yu_yu,"雨雨"
yu_yu_hakusho,"悠悠白書"
yua_(checkmate),"yua(將死)"
yuano,"元野"
yuasa_hiromi,"湯淺弘美"
yuasa_makoto,"湯淺誠"
yuasan,"湯三"
yuba_no_shirushi,"腐竹之白"
yubel,"尤貝爾"
yuccoshi,"尤可西"
yudaoshan,"玉道山"
yude,"玉德"
yudepii,"尤德皮"
yue_(chinese_wife_diary),"嶽(中國妻子日記)"
yue_(lov_n_n),"嶽(lovnn)"
yue_(show-ei),"悅(show-ei)"
yue_(tada_no_saboten),"月(多田的破壞者)"
yueko_(jiayue_wu),"月子(jiayuewu)"
yuel_(granblue_fantasy),"尤爾(碧藍幻想)"
yuemanhuaikong,"月滿懷空"
yuezheng_ling,"月正玲"
yuffie_kisaragi,"如月優菲"
yufukiri,"由吹"
yug,"尤格"
yugake,"遊樂"
yui_(angel_beats!),"yui(天使節拍！)"
yui_(princess_connect!),"yui(公主連線！)"
yui_hiroshi,"由衣弘"
yui_tsuruno,"鶴野結衣"
yuiga_naoha,"由伊賀直葉"
yuigahama_yui,"由比濱結衣"
yuigahama_yui's_mother,"由比濱由衣的媽媽"
yuigaoka_school_uniform,"由高岡校服"
yuihira_asu,"由平旭"
yuimari,"由麻裡"
yuisis_(granblue_fantasy),"yuisis(碧藍幻想)"
yuizaki_kazuya,"由崎和也"
yukari_(princess_connect!),"yukari(公主連線！)"
yukari_(rihenara_doll),"yukari(rihenara娃娃)"
yukata,"浴衣"
yukataro,"浴太郎"
yuki_(touhou),"由紀(東方)"
yuki_hime_haruka,"由紀姬遙"
yuki_kawachi,"河內由紀"
yuki_onna,"由紀恩納"
yuki_shuuka,"由紀shuuka"
yuki_usagi_(mofurafu),"由紀兔(mofurafu)"
yuki_usagi_(snowcanvas),"yukiusagi(雪地帆布)"
yukian,"玉健"
yukichin,"雪欽"
yukico-tan,"雪之炭"
yukie_(peach_candy),"yukie(桃子糖)"
yukifuri_tsuyu,"雪芙裡tsuyu"
yukiguni_yuu,"雪國悠"
yukihama,"雪濱"
yukihana_lamy,"雪花拉米"
yukiharu,"雪春"
yukihira_souma,"幸平相馬"
yukihiro,"雪弘"
yukihiro_ayaka,"yukihiro綾香"
yukiiti,"雪提"
yukijirushi,"雪印"
yukikaze_(azur_lane),"雪風(碧藍航線)"
yukikaze_(kancolle),"雪風(艦娘)"
yukikaze_kai_ni_(kancolle),"yukikazekaini(艦娘)"
yukikaze_panettone,"雪風panettone"
yukiko_(tesseract),"雪子(tesseract)"
yukimaru217,"雪丸217"
yukimi,"雪見"
yukimi_unagi,"雪見鰻魚"
yukimitsuki,"雪光"
yukimiya_(parupunta),"雪宮(parupunta)"
yukimoto_shuuji_(gurigura),"雪本修二(gurigura)"
yukimura_aoi,"幸村葵"
yukimura_chizuru,"幸村千鶴"
yukimura_tsubame,"幸村燕"
yukine_chris,"雪音克里斯"
yukineko1018,"雪根子1018"
yukino_bijin_(umamusume),"雪野美人(umamusume)"
yukino_minato,"雪野湊"
yukinojou_yakan,"雪之城矢館"
yukinon_(tsuki_koubou),"雪濃(月光房)"
yukinoshita_haruno,"雪下春野"
yukinoshita_yukino,"雪下雪野"
yukirin,"雪蓮"
yukishiro_(hitsuji),"雪城(hitsuji)"
yukishiro_arte,"雪城藝術"
yukitsuki_kokoro,"雪月心"
yukiwo,"雪女"
yukiyanagi,"雪柳"
yukiyanagi_raki,"雪柳raki"
yukiyoshi_mamizu,"間水幸芳"
yukiyuki_441,"雪之441"
yukizen,"雪前"
yukizome_chisa,"雪中千紗"
yukizuki_chikuba,"雪月筑波"
yukizumi_remon,"雪泉雷門"
yukke,"呸"
yukkuri,"油庫裡"
yukkuri_abuse,"yukkuri濫用"
yukkuri_shiteitte_ne,"油庫裡,yukkurishiteitene"
yuko_(uc_yuk),"優子(ucyuk)"
yukoku_kiriko,"幽谷切子"
yukoku_roberu,"優國roberu"
yuksi,"玉溪"
yuku_(kiollion),"優酷(千億)"
yuli_(yulipo),"玉立(yulipo)"
yulong_(journey_to_the_west),"玉龍(西遊記)"
yuma_(coffee-milk-moumou),"yuma(咖啡-牛奶-moumou)"
yumaru_(marumarumaru),"玉丸(marumaru)"
yume_kawaii,"夢卡哇伊"
yume_nikki,"夢nikki"
yume_no_owari,"夢的尾張"
yume_no_tobira,"夢之鳥平"
yume_no_tsue,"夢之結"
yume_shokunin,"夢職人"
yumehara_nozomi,"夢原希"
yumekamaborosh,"夢卡瑪波羅什"
yumeko_(touhou),"夢子(東方)"
yumekui_merry,"夢葵快樂"
yumeno_himiko,"夢野姬子"
yumenosaki_school_uniform,"夢之崎校服"
yumesaki,"夢咲"
yumesaki_nana,"夢咲奈奈"
yumi_(bow),"由美(弓)"
yumi_(senran_kagura),"由美(閃亂神樂)"
yumi_sayaka,"早香由美"
yumi_yumi,"由美由美"
yumibakama_meme,"yumibakama模因"
yumiya,"由宮"
yumizuka_satsuki,"由水冢小月"
yun_jin_(genshin_impact),"雲堇(原神)"
yun_lee,"李雲"
yuna_(sao),"尤娜(騷)"
yunamaro,"尤納摩羅"
yunar,"人民幣"
yune_(fire_emblem),"yune(火徽)"
yuni_(precure),"尤尼(預治療)"
yuni_(princess_connect!),"尤尼(公主連線！)"
yuniiho,"尤尼霍"
yunimaru,"湯丸"
yunioshi,"尤尼希"
yuno_(hidamari_sketch),"由野(hidamari素描)"
yuno_(suke_yuno),"由野(sukeyuno)"
yunodon_(sugar_maple),"yunodon(糖楓)"
yunomi,"湯米"
yunomiya_agari,"湯宮agari"
yunoru,"尤諾魯"
yunsang,"雲桑"
yunuki_uta,"優樹歌"
yupiteru,"尤皮特魯"
yura_(kancolle),"由良(艦娘)"
yura_kai_ni_(kancolle),"yurakaini(艦娘)"
yuran,"玉蘭"
yuri,"百合,尤里"
yuri!!!_on_ice,"尤里！！！在冰上"
yuri_(dirty_pair),"尤里(骯髒的一對)"
yuri_(doki_doki_literature_club),"尤里(dokidoki文學社)"
yuri_briar,"尤里野薔薇"
yuri_kuma_arashi,"隈研吾嵐"
yuri_leclerc,"尤里·勒克萊爾"
yuri_lowell,"尤里洛厄爾"
yuri_lowell_(reliable_senior),"尤里洛厄爾(可靠的高階)"
yuri_petrov,"尤里·彼得羅夫"
yuri_plisetsky,"尤里普利塞茨基"
yuri_sakazaki,"坂崎由裡"
yuri_seo,"尤里seo"
yuri_shoutu,"尤里·舒圖"
yuria_(kittyluv),"尤里亞(kittyluv)"
yurichtofen,"尤里希託芬"
yurigaoka_girls_academy_school_uniform,"百合岡女子學院校服"
